uid,bid,flag,click,buy,fav,cart,diff_day,click_decay,buy_decay,fav_decay,cart_decay,interaction_frequency,historical_activity
12154500,9471,0,6,2,0,0,27,0.21428571428571425,0.07142857142857142,0,0,133,8
12154500,10151,0,1,0,0,0,19,0.05,0,0,0,133,1
12154500,26722,0,2,0,0,0,22,0.06388642413487133,0,0,0,133,2
12154500,15923,0,1,0,0,0,25,0.038461538461538464,0,0,0,133,1
12154500,9838,0,1,0,0,0,25,0.038461538461538464,0,0,0,133,1
12154500,637,0,1,0,0,0,17,0.05555555555555555,0,0,0,133,1
12154500,11573,0,14,0,0,0,22,0.48920606110606935,0,0,0,133,14
12154500,9506,0,1,0,0,0,48,0.02040816326530612,0,0,0,133,1
12154500,13020,0,1,0,0,0,41,0.023809523809523808,0,0,0,133,1
12154500,17640,1,126,5,0,0,4,5.191690528672375,0.09085626684469501,0,0,133,131
12154500,27940,0,1,0,0,0,57,0.017241379310344827,0,0,0,133,1
12154500,28410,0,2,0,0,0,22,0.08695652173913043,0,0,0,133,2
12154500,11776,0,1,0,0,0,49,0.02,0,0,0,133,1
12154500,21838,0,6,0,0,0,19,0.2954545454545454,0,0,0,133,6
12154500,2119,0,1,0,0,0,36,0.02702702702702703,0,0,0,133,1
12154500,27492,0,1,0,0,0,16,0.058823529411764705,0,0,0,133,1
12154500,29547,0,4,0,0,0,19,0.18846153846153849,0,0,0,133,4
12154500,24015,0,1,0,0,0,40,0.024390243902439025,0,0,0,133,1
12154500,17940,0,1,0,0,0,56,0.017543859649122806,0,0,0,133,1
12154500,20411,0,3,0,0,0,21,0.13636363636363635,0,0,0,133,3
12154500,28357,0,1,0,0,0,21,0.045454545454545456,0,0,0,133,1
12154500,19440,0,1,0,0,0,43,0.022727272727272728,0,0,0,133,1
12154500,2568,0,28,4,0,0,37,0.6399521531100476,0.09090909090909091,0,0,133,32
12154500,9856,0,3,0,0,0,30,0.08090059845278061,0,0,0,133,3
12154500,9305,0,1,0,0,0,25,0.038461538461538464,0,0,0,133,1
12154500,23797,0,1,0,0,0,1,0.5,0,0,0,133,1
12154500,14864,0,2,0,0,0,9,0.2,0,0,0,133,2
12154500,12173,0,2,0,0,0,58,0.03389830508474576,0,0,0,133,2
12154500,15018,0,1,0,0,0,16,0.058823529411764705,0,0,0,133,1
12154500,29099,0,7,0,0,0,13,0.4999999999999999,0,0,0,133,7
12154500,15138,0,1,0,0,0,50,0.0196078431372549,0,0,0,133,1
12154500,11977,0,2,0,0,0,57,0.034482758620689655,0,0,0,133,2
12154500,19835,0,4,0,0,0,61,0.06451612903225806,0,0,0,133,4
12154500,22274,0,1,0,0,0,10,0.09090909090909091,0,0,0,133,1
12154500,16599,0,1,0,0,0,30,0.03225806451612903,0,0,0,133,1
12154500,19197,0,16,0,0,0,2,5.333333333333332,0,0,0,133,16
12154500,1372,0,1,0,0,0,43,0.022727272727272728,0,0,0,133,1
12154500,24977,0,2,0,0,0,19,0.1,0,0,0,133,2
12154500,21672,0,5,0,0,0,22,0.21739130434782608,0,0,0,133,5
12154500,26318,0,11,0,0,0,19,0.4102892102335929,0,0,0,133,11
12154500,1228,0,3,0,0,0,17,0.16666666666666666,0,0,0,133,3
12154500,26171,0,1,0,0,0,30,0.03225806451612903,0,0,0,133,1
12154500,3047,0,2,0,0,0,49,0.04,0,0,0,133,2
12154500,21351,0,1,0,0,0,21,0.045454545454545456,0,0,0,133,1
12154500,10352,0,1,0,0,0,28,0.034482758620689655,0,0,0,133,1
12154500,16775,0,6,0,0,0,16,0.33986928104575165,0,0,0,133,6
12154500,18075,0,1,0,0,0,22,0.043478260869565216,0,0,0,133,1
12154500,27483,0,2,0,0,0,4,0.4,0,0,0,133,2
12154500,27568,0,12,0,0,0,16,0.5072791658469407,0,0,0,133,12
12154500,3534,0,1,0,0,0,51,0.019230769230769232,0,0,0,133,1
12154500,19962,0,12,0,0,0,16,0.7058823529411765,0,0,0,133,12
12154500,679,0,1,0,0,0,27,0.03571428571428571,0,0,0,133,1
12154500,18084,0,3,0,0,0,58,0.05084745762711865,0,0,0,133,3
12154500,4443,0,15,0,0,0,57,0.24674957603165626,0,0,0,133,15
12154500,2257,0,1,0,0,0,41,0.023809523809523808,0,0,0,133,1
12154500,15089,0,1,0,0,0,35,0.027777777777777776,0,0,0,133,1
12154500,979,0,1,0,0,0,50,0.0196078431372549,0,0,0,133,1
12154500,16406,0,1,0,0,0,6,0.14285714285714285,0,0,0,133,1
12154500,8676,0,2,0,0,0,29,0.06666666666666667,0,0,0,133,2
12154500,19417,0,1,0,0,0,1,0.5,0,0,0,133,1
12154500,2197,0,5,0,0,0,30,0.16129032258064516,0,0,0,133,5
12154500,23338,0,2,0,0,0,19,0.1,0,0,0,133,2
12154500,7868,1,17,3,0,0,6,1.2315647666691307,0.42857142857142855,0,0,133,20
12154500,21911,0,3,0,0,0,30,0.0967741935483871,0,0,0,133,3
12154500,1076,0,1,0,0,0,5,0.16666666666666666,0,0,0,133,1
12154500,3228,0,4,0,0,0,4,0.6161290322580646,0,0,0,133,4
12154500,9549,0,19,4,0,0,29,0.5912280701754385,0.13333333333333333,0,0,133,23
12154500,5469,0,1,0,0,0,35,0.027777777777777776,0,0,0,133,1
12154500,1498,0,1,0,0,0,20,0.047619047619047616,0,0,0,133,1
12154500,2179,0,1,0,0,0,56,0.017543859649122806,0,0,0,133,1
12154500,19193,0,1,0,0,0,36,0.02702702702702703,0,0,0,133,1
12154500,27791,0,6,1,0,0,16,0.20392842451665982,0.038461538461538464,0,0,133,7
12154500,11080,0,2,0,0,0,41,0.047619047619047616,0,0,0,133,2
12154500,1481,0,1,0,0,0,30,0.03225806451612903,0,0,0,133,1
12154500,4366,0,14,0,0,0,30,0.4516129032258063,0,0,0,133,14
12154500,16578,0,2,0,0,0,33,0.058823529411764705,0,0,0,133,2
12154500,11670,0,1,0,0,0,61,0.016129032258064516,0,0,0,133,1
12154500,5470,0,12,0,0,0,1,1.0,0,0,0,133,12
12154500,17418,0,4,0,0,0,25,0.15384615384615385,0,0,0,133,4
1620500,5445,0,3,1,0,0,52,0.05660377358490566,0.018867924528301886,0,0,5,4
1620500,5300,0,6,0,0,0,47,0.11517295597484276,0,0,0,5,6
1620500,5833,0,3,2,0,0,14,0.15416666666666667,0.0875,0,0,5,5
1620500,21728,0,1,0,0,0,26,0.037037037037037035,0,0,0,5,1
1620500,5856,0,1,0,0,0,28,0.034482758620689655,0,0,0,5,1
4716750,25820,0,7,1,0,0,17,0.38888888888888895,0.05555555555555555,0,0,17,8
4716750,29146,0,1,0,0,0,38,0.02564102564102564,0,0,0,17,1
4716750,27951,0,1,0,0,0,59,0.016666666666666666,0,0,0,17,1
4716750,14482,0,1,0,0,0,23,0.041666666666666664,0,0,0,17,1
4716750,25058,0,1,0,0,0,38,0.02564102564102564,0,0,0,17,1
4716750,21110,0,22,0,0,0,11,1.4976190476190474,0,0,0,17,22
4716750,26128,0,1,0,0,0,36,0.02702702702702703,0,0,0,17,1
4716750,22126,0,8,0,0,0,13,0.5380952380952381,0,0,0,17,8
4716750,25318,1,5,0,0,0,11,0.4047619047619047,0,0,0,17,5
4716750,2683,0,15,9,0,0,27,0.5023730070448647,0.3071428571428571,0,0,17,24
4716750,23283,0,5,0,0,0,30,0.16129032258064516,0,0,0,17,5
4716750,16787,0,3,0,0,0,30,0.0967741935483871,0,0,0,17,3
4716750,10373,0,1,0,0,0,30,0.03225806451612903,0,0,0,17,1
4716750,3075,0,2,0,0,0,30,0.06451612903225806,0,0,0,17,2
4716750,19913,0,1,0,0,0,30,0.03225806451612903,0,0,0,17,1
4716750,18599,0,1,0,0,0,14,0.06666666666666667,0,0,0,17,1
4716750,28992,0,1,0,0,0,37,0.02631578947368421,0,0,0,17,1
4844000,5197,0,1,0,0,0,6,0.14285714285714285,0,0,0,36,1
4844000,5086,0,20,0,0,0,58,0.3389830508474577,0,0,0,36,20
4844000,22382,0,1,0,0,0,57,0.017241379310344827,0,0,0,36,1
4844000,4396,0,1,0,0,0,51,0.019230769230769232,0,0,0,36,1
4844000,17606,0,1,0,0,0,15,0.0625,0,0,0,36,1
4844000,15934,0,19,2,0,0,30,0.3529439490205691,0.03389830508474576,0,0,36,21
4844000,19813,0,8,0,0,0,31,0.2490530303030303,0,0,0,36,8
4844000,15400,0,1,0,0,0,32,0.030303030303030304,0,0,0,36,1
4844000,12220,0,35,0,0,0,15,1.5460526315789465,0,0,0,36,35
4844000,13737,0,5,0,0,0,58,0.0847457627118644,0,0,0,36,5
4844000,24503,0,1,0,0,0,42,0.023255813953488372,0,0,0,36,1
4844000,15637,0,2,0,0,0,58,0.03389830508474576,0,0,0,36,2
4844000,26394,0,1,0,0,0,58,0.01694915254237288,0,0,0,36,1
4844000,26806,0,13,0,0,0,24,0.42381109481915935,0,0,0,36,13
4844000,21869,0,1,0,0,0,37,0.02631578947368421,0,0,0,36,1
4844000,21110,0,4,0,0,0,1,1.0909090909090908,0,0,0,36,4
4844000,25483,0,5,0,0,0,31,0.15625,0,0,0,36,5
4844000,15138,0,1,0,0,0,26,0.037037037037037035,0,0,0,36,1
4844000,10014,0,1,0,0,0,48,0.02040816326530612,0,0,0,36,1
4844000,6840,0,1,0,0,0,15,0.0625,0,0,0,36,1
4844000,21841,0,3,0,0,0,57,0.05172413793103448,0,0,0,36,3
4844000,4949,0,4,0,0,0,58,0.06779661016949153,0,0,0,36,4
4844000,19416,0,4,0,0,0,43,0.08155080213903743,0,0,0,36,4
4844000,21983,0,12,1,0,0,57,0.20368205727644656,0.01694915254237288,0,0,36,13
4844000,27625,0,5,0,0,0,58,0.0847457627118644,0,0,0,36,5
4844000,15874,0,1,0,0,0,57,0.017241379310344827,0,0,0,36,1
4844000,19514,0,6,0,0,0,57,0.10315604909409704,0,0,0,36,6
4844000,14065,0,1,0,0,0,60,0.01639344262295082,0,0,0,36,1
4844000,5950,0,1,0,0,0,50,0.0196078431372549,0,0,0,36,1
4844000,7203,0,4,0,0,0,58,0.06779661016949153,0,0,0,36,4
4844000,25372,0,1,0,0,0,37,0.02631578947368421,0,0,0,36,1
4844000,9549,0,5,0,0,0,58,0.0847457627118644,0,0,0,36,5
4844000,14020,0,2,0,0,0,15,0.125,0,0,0,36,2
4844000,24196,0,21,3,0,0,15,1.3125,0.1875,0,0,36,24
4844000,13320,0,1,0,0,0,60,0.01639344262295082,0,0,0,36,1
4844000,12899,0,11,2,0,0,56,0.18965517241379315,0.03508771929824561,0,0,36,13
5654000,10948,0,1,0,0,0,61,0.016129032258064516,0,0,0,50,1
5654000,25840,0,12,0,0,0,43,0.27272727272727276,0,0,0,50,12
5654000,22732,0,2,0,0,0,29,0.06666666666666667,0,0,0,50,2
5654000,5334,0,1,0,0,0,39,0.025,0,0,0,50,1
5654000,13776,0,1,0,0,0,16,0.058823529411764705,0,0,0,50,1
5654000,22393,0,2,0,0,0,19,0.09166666666666667,0,0,0,50,2
5654000,7963,0,1,0,0,0,55,0.017857142857142856,0,0,0,50,1
5654000,10678,0,1,0,0,0,16,0.058823529411764705,0,0,0,50,1
5654000,14580,0,2,0,0,0,40,0.04878048780487805,0,0,0,50,2
5654000,22016,0,1,0,0,0,36,0.02702702702702703,0,0,0,50,1
5654000,3719,0,1,0,0,0,5,0.16666666666666666,0,0,0,50,1
5654000,6028,0,1,0,0,0,1,0.5,0,0,0,50,1
5654000,27155,0,1,0,0,0,12,0.07692307692307693,0,0,0,50,1
5654000,4775,0,9,1,0,0,32,0.26559714795008915,0.029411764705882353,0,0,50,10
5654000,2416,0,1,0,0,0,58,0.01694915254237288,0,0,0,50,1
5654000,11605,0,4,0,0,0,58,0.06779661016949153,0,0,0,50,4
5654000,3627,0,1,0,0,0,41,0.023809523809523808,0,0,0,50,1
5654000,15934,0,1,0,0,0,16,0.058823529411764705,0,0,0,50,1
5654000,28401,0,1,0,0,0,33,0.029411764705882353,0,0,0,50,1
5654000,4270,0,1,0,0,0,51,0.019230769230769232,0,0,0,50,1
5654000,13112,0,3,0,0,0,16,0.1764705882352941,0,0,0,50,3
5654000,8278,0,1,0,0,0,22,0.043478260869565216,0,0,0,50,1
5654000,29330,0,1,0,0,0,16,0.058823529411764705,0,0,0,50,1
5654000,2159,0,2,0,0,0,35,0.05555555555555555,0,0,0,50,2
5654000,11604,0,1,0,0,0,61,0.016129032258064516,0,0,0,50,1
5654000,14902,0,1,0,0,0,51,0.019230769230769232,0,0,0,50,1
5654000,29231,0,9,3,0,0,29,0.21751378702598215,0.06876456876456877,0,0,50,12
5654000,1878,0,1,0,0,0,42,0.023255813953488372,0,0,0,50,1
5654000,27625,0,1,0,0,0,51,0.019230769230769232,0,0,0,50,1
5654000,217,0,1,0,0,0,20,0.047619047619047616,0,0,0,50,1
5654000,8511,0,2,0,0,0,42,0.046511627906976744,0,0,0,50,2
5654000,21110,0,1,0,0,0,20,0.047619047619047616,0,0,0,50,1
5654000,4926,0,1,0,0,0,58,0.01694915254237288,0,0,0,50,1
5654000,18697,0,2,0,0,0,36,0.05405405405405406,0,0,0,50,2
5654000,18771,0,1,0,0,0,5,0.16666666666666666,0,0,0,50,1
5654000,2655,0,1,0,0,0,41,0.023809523809523808,0,0,0,50,1
5654000,20751,0,1,0,0,0,58,0.01694915254237288,0,0,0,50,1
5654000,4571,0,5,0,0,0,35,0.1388888888888889,0,0,0,50,5
5654000,22034,0,1,0,0,0,20,0.047619047619047616,0,0,0,50,1
5654000,17926,0,2,1,0,0,6,0.17511520737327188,0.14285714285714285,0,0,50,3
5654000,4300,0,2,1,0,0,31,0.06066176470588235,0.02857142857142857,0,0,50,3
5654000,12886,0,1,0,0,0,1,0.5,0,0,0,50,1
5654000,17087,0,1,0,0,0,41,0.023809523809523808,0,0,0,50,1
5654000,14922,0,1,0,0,0,42,0.023255813953488372,0,0,0,50,1
5654000,2257,0,1,0,0,0,33,0.029411764705882353,0,0,0,50,1
5654000,27446,0,7,0,0,0,58,0.1147809875503052,0,0,0,50,7
5654000,15617,0,1,0,0,0,50,0.0196078431372549,0,0,0,50,1
5654000,28803,0,1,0,0,0,58,0.01694915254237288,0,0,0,50,1
5654000,16939,0,0,1,0,0,53,0,0.018518518518518517,0,0,50,1
5654000,3458,0,1,0,0,0,49,0.02,0,0,0,50,1
5735000,17218,0,1,0,0,0,26,0.037037037037037035,0,0,0,56,1
5735000,28791,0,1,0,0,0,6,0.14285714285714285,0,0,0,56,1
5735000,21838,0,1,0,0,0,27,0.03571428571428571,0,0,0,56,1
5735000,29490,0,1,0,0,0,25,0.038461538461538464,0,0,0,56,1
5735000,3627,0,1,0,0,0,10,0.09090909090909091,0,0,0,56,1
5735000,9162,0,1,0,0,0,47,0.020833333333333332,0,0,0,56,1
5735000,14407,0,1,0,0,0,21,0.045454545454545456,0,0,0,56,1
5735000,26959,0,1,0,0,0,56,0.017543859649122806,0,0,0,56,1
5735000,11767,0,1,0,0,0,35,0.027777777777777776,0,0,0,56,1
5735000,11280,0,4,0,0,0,8,0.4444444444444444,0,0,0,56,4
5735000,15450,0,1,0,0,0,26,0.037037037037037035,0,0,0,56,1
5735000,28621,0,1,0,0,0,30,0.03225806451612903,0,0,0,56,1
5735000,23549,0,3,0,0,0,5,0.3888888888888889,0,0,0,56,3
5735000,22390,0,1,0,0,0,44,0.022222222222222223,0,0,0,56,1
5735000,21110,0,3,0,0,0,10,0.15542521994134897,0,0,0,56,3
5735000,13592,0,1,0,0,0,50,0.0196078431372549,0,0,0,56,1
5735000,21503,0,2,0,0,0,6,0.22619047619047616,0,0,0,56,2
5735000,11951,0,1,0,0,0,10,0.09090909090909091,0,0,0,56,1
5735000,6461,0,1,0,0,0,39,0.025,0,0,0,56,1
5735000,25407,0,1,0,0,0,26,0.037037037037037035,0,0,0,56,1
5735000,24073,0,2,0,0,0,36,0.05405405405405406,0,0,0,56,2
5735000,7188,0,1,0,0,0,10,0.09090909090909091,0,0,0,56,1
5735000,18632,0,1,0,0,0,45,0.021739130434782608,0,0,0,56,1
5735000,24385,0,1,0,0,0,39,0.025,0,0,0,56,1
5735000,10673,0,1,0,0,0,8,0.1111111111111111,0,0,0,56,1
5735000,7868,0,10,0,0,0,1,0.7589258963347648,0,0,0,56,10
5735000,4381,0,1,0,0,0,6,0.14285714285714285,0,0,0,56,1
5735000,3941,0,1,0,0,0,54,0.01818181818181818,0,0,0,56,1
5735000,22280,0,1,0,0,0,43,0.022727272727272728,0,0,0,56,1
5735000,16500,0,2,0,0,0,25,0.07692307692307693,0,0,0,56,2
5735000,19381,0,1,0,0,0,6,0.14285714285714285,0,0,0,56,1
5735000,26050,0,1,0,0,0,11,0.08333333333333333,0,0,0,56,1
5735000,2198,0,1,0,0,0,25,0.038461538461538464,0,0,0,56,1
5735000,14014,0,1,0,0,0,50,0.0196078431372549,0,0,0,56,1
5735000,19891,0,1,0,0,0,10,0.09090909090909091,0,0,0,56,1
5735000,24015,0,1,0,0,0,1,0.5,0,0,0,56,1
5735000,22393,0,1,0,0,0,18,0.05263157894736842,0,0,0,56,1
5735000,13749,0,1,0,0,0,37,0.02631578947368421,0,0,0,56,1
5735000,26404,0,1,0,0,0,26,0.037037037037037035,0,0,0,56,1
5735000,10726,0,1,0,0,0,18,0.05263157894736842,0,0,0,56,1
5735000,20585,0,1,0,0,0,39,0.025,0,0,0,56,1
5735000,21186,0,1,0,0,0,18,0.05263157894736842,0,0,0,56,1
5735000,8535,0,2,0,0,0,6,0.2857142857142857,0,0,0,56,2
5735000,155,0,1,0,0,0,47,0.020833333333333332,0,0,0,56,1
5735000,2367,0,1,0,0,0,39,0.025,0,0,0,56,1
5735000,11328,0,1,0,0,0,9,0.1,0,0,0,56,1
5735000,13779,0,1,0,0,0,39,0.025,0,0,0,56,1
5735000,22246,0,1,0,0,0,35,0.027777777777777776,0,0,0,56,1
5735000,3417,0,2,0,0,0,11,0.16666666666666666,0,0,0,56,2
5735000,2683,0,1,0,0,0,27,0.03571428571428571,0,0,0,56,1
5735000,24711,0,7,0,0,0,8,0.5073877068557919,0,0,0,56,7
5735000,17136,0,4,0,0,0,22,0.13140096618357489,0,0,0,56,4
5735000,2257,0,2,0,0,0,39,0.05,0,0,0,56,2
5735000,11083,0,2,0,0,0,44,0.044444444444444446,0,0,0,56,2
5735000,9284,0,1,0,0,0,5,0.16666666666666666,0,0,0,56,1
5735000,11080,0,1,0,0,0,30,0.03225806451612903,0,0,0,56,1
5780000,21919,0,1,0,0,0,35,0.027777777777777776,0,0,0,165,1
5780000,13776,0,1,0,0,0,29,0.03333333333333333,0,0,0,165,1
5780000,19891,0,1,0,0,0,37,0.02631578947368421,0,0,0,165,1
5780000,15584,0,14,1,0,0,57,0.2384570426651082,0.01694915254237288,0,0,165,15
5780000,5796,0,4,0,0,0,43,0.09090909090909091,0,0,0,165,4
5780000,7706,0,2,0,0,0,61,0.03225806451612903,0,0,0,165,2
5780000,10702,0,0,1,0,0,50,0,0.0196078431372549,0,0,165,1
5780000,15663,0,3,0,0,0,56,0.05263157894736842,0,0,0,165,3
5780000,3626,0,1,0,0,0,43,0.022727272727272728,0,0,0,165,1
5780000,26614,0,1,0,0,0,36,0.02702702702702703,0,0,0,165,1
5780000,26860,0,1,0,0,0,42,0.023255813953488372,0,0,0,165,1
5780000,28347,0,2,0,0,0,22,0.08695652173913043,0,0,0,165,2
5780000,4949,0,5,0,0,0,40,0.12137049941927991,0,0,0,165,5
5780000,19431,0,1,0,0,0,23,0.041666666666666664,0,0,0,165,1
5780000,18736,0,15,1,0,0,61,0.24193548387096764,0.016129032258064516,0,0,165,16
5780000,26871,0,1,0,0,0,30,0.03225806451612903,0,0,0,165,1
5780000,26171,0,1,0,0,0,47,0.020833333333333332,0,0,0,165,1
5780000,10325,0,2,1,0,0,37,0.05263157894736842,0.02631578947368421,0,0,165,3
5780000,18712,0,0,1,0,0,16,0,0.058823529411764705,0,0,165,1
5780000,25213,0,1,0,0,0,35,0.027777777777777776,0,0,0,165,1
5780000,23066,0,1,0,0,0,57,0.017241379310344827,0,0,0,165,1
5780000,20190,0,3,1,0,0,28,0.10344827586206896,0.034482758620689655,0,0,165,4
5780000,7868,0,1,0,0,0,37,0.02631578947368421,0,0,0,165,1
