uid,bid,click,buy,fav,cart,diff_day,click_decay,buy_decay,fav_decay,cart_decay,interaction_frequency,historical_activity
4716750,25318,1,1,0,0,30,0.03225806451612903,0.03225806451612903,0,0,1,2
4844000,10329,1,0,0,0,17,0.05555555555555555,0,0,0,13,1
4844000,21092,1,0,0,0,21,0.045454545454545456,0,0,0,13,1
4844000,24835,1,0,0,0,26,0.037037037037037035,0,0,0,13,1
4844000,192,1,0,0,0,8,0.1111111111111111,0,0,0,13,1
4844000,27396,7,1,0,0,17,0.2649151614668856,0.034482758620689655,0,0,13,8
4844000,10596,1,0,0,0,8,0.1111111111111111,0,0,0,13,1
4844000,8277,1,0,0,0,17,0.05555555555555555,0,0,0,13,1
4844000,26114,2,0,0,0,17,0.1111111111111111,0,0,0,13,2
4844000,23781,1,0,0,0,14,0.06666666666666667,0,0,0,13,1
4844000,19924,1,0,0,0,30,0.03225806451612903,0,0,0,13,1
4844000,26722,1,0,0,0,14,0.06666666666666667,0,0,0,13,1
4844000,27779,1,0,0,0,30,0.03225806451612903,0,0,0,13,1
4844000,3555,1,0,0,0,17,0.05555555555555555,0,0,0,13,1
5654000,25840,1,0,0,0,14,0.06666666666666667,0,0,0,17,1
5654000,528,5,1,0,0,8,0.45202020202020204,0.08333333333333333,0,0,17,6
5654000,6191,1,0,0,0,3,0.25,0,0,0,17,1
5654000,22505,1,0,0,0,25,0.038461538461538464,0,0,0,17,1
5654000,23861,6,1,0,0,11,0.49999999999999994,0.08333333333333333,0,0,17,7
5654000,11026,1,0,0,0,17,0.05555555555555555,0,0,0,17,1
5654000,26722,1,0,0,0,24,0.04,0,0,0,17,1
5654000,21869,1,0,0,0,18,0.05263157894736842,0,0,0,17,1
5654000,10247,3,0,0,0,8,0.3333333333333333,0,0,0,17,3
5654000,1903,1,0,0,0,7,0.125,0,0,0,17,1
5654000,26114,1,0,0,0,17,0.05555555555555555,0,0,0,17,1
5654000,21110,2,0,0,0,5,0.3333333333333333,0,0,0,17,2
5654000,4571,1,0,0,0,10,0.09090909090909091,0,0,0,17,1
5654000,12886,3,0,0,0,30,0.0967741935483871,0,0,0,17,3
5654000,27927,1,0,0,0,29,0.03333333333333333,0,0,0,17,1
5654000,10329,1,0,0,0,15,0.0625,0,0,0,17,1
5654000,11080,4,0,0,0,3,0.3804347826086957,0,0,0,17,4
5735000,5845,1,0,0,0,20,0.047619047619047616,0,0,0,14,1
5735000,2319,1,0,0,0,22,0.043478260869565216,0,0,0,14,1
5735000,24457,1,0,0,0,24,0.04,0,0,0,14,1
5735000,14242,1,0,0,0,18,0.05263157894736842,0,0,0,14,1
5735000,2739,1,0,0,0,29,0.03333333333333333,0,0,0,14,1
5735000,13070,1,0,0,0,18,0.05263157894736842,0,0,0,14,1
5735000,7868,1,0,0,0,24,0.04,0,0,0,14,1
5735000,15352,1,0,0,0,20,0.047619047619047616,0,0,0,14,1
5735000,27448,2,0,0,0,21,0.09090909090909091,0,0,0,14,2
5735000,16464,1,0,0,0,18,0.05263157894736842,0,0,0,14,1
5735000,18824,1,0,0,0,20,0.047619047619047616,0,0,0,14,1
5735000,24763,2,0,0,0,21,0.09090909090909091,0,0,0,14,2
5735000,11080,1,0,0,0,5,0.16666666666666666,0,0,0,14,1
5735000,5470,1,0,0,0,11,0.08333333333333333,0,0,0,14,1
5780000,22393,1,0,0,0,3,0.25,0,0,0,106,1
5780000,5094,14,0,0,0,22,0.5869565217391305,0,0,0,106,14
5780000,7682,1,0,0,0,5,0.16666666666666666,0,0,0,106,1
5780000,2655,1,0,0,0,24,0.04,0,0,0,106,1
5780000,2722,1,0,0,0,5,0.16666666666666666,0,0,0,106,1
5780000,23781,5,1,0,0,14,0.3333333333333333,0.06666666666666667,0,0,106,6
5780000,25386,4,0,0,0,3,0.8500000000000001,0,0,0,106,4
5780000,16529,12,0,0,0,3,3.0,0,0,0,106,12
5780000,18736,1,0,0,0,6,0.14285714285714285,0,0,0,106,1
5780000,18712,1,0,0,0,28,0.034482758620689655,0,0,0,106,1
5780000,4270,2,0,0,0,9,0.2,0,0,0,106,2
5780000,7868,2,0,0,0,16,0.11764705882352941,0,0,0,106,2
5780000,24064,1,0,0,0,11,0.08333333333333333,0,0,0,106,1
5780000,539,8,1,0,0,20,0.3787878787878788,0.047619047619047616,0,0,106,9
5780000,24541,1,0,0,0,10,0.09090909090909091,0,0,0,106,1
5780000,23971,1,0,0,0,13,0.07142857142857142,0,0,0,106,1
5780000,749,3,0,0,0,1,1.5,0,0,0,106,3
5780000,4520,1,0,0,0,21,0.045454545454545456,0,0,0,106,1
5780000,21092,19,1,0,0,3,4.3500000000000005,0.25,0,0,106,20
5780000,21533,1,0,0,0,2,0.3333333333333333,0,0,0,106,1
5780000,20800,1,0,0,0,23,0.041666666666666664,0,0,0,106,1
5780000,5740,2,0,0,0,11,0.16666666666666666,0,0,0,106,2
5780000,347,1,0,0,0,13,0.07142857142857142,0,0,0,106,1
5780000,27888,2,0,0,0,11,0.16666666666666666,0,0,0,106,2
5780000,17088,1,0,0,0,11,0.08333333333333333,0,0,0,106,1
5780000,21844,1,0,0,0,7,0.125,0,0,0,106,1
5780000,18271,1,0,0,0,28,0.034482758620689655,0,0,0,106,1
5780000,14261,1,0,0,0,17,0.05555555555555555,0,0,0,106,1
5780000,21071,7,1,0,0,3,0.85,0.1,0,0,106,8
5780000,21865,2,0,0,0,1,0.5833333333333334,0,0,0,106,2
5780000,17214,15,1,0,0,14,0.713405797101449,0.043478260869565216,0,0,106,16
5780000,10176,3,0,0,0,4,0.31764705882352945,0,0,0,106,3
5780000,26737,1,0,0,0,24,0.04,0,0,0,106,1
5780000,6569,3,0,0,0,10,0.25757575757575757,0,0,0,106,3
5780000,7208,2,0,0,0,19,0.1,0,0,0,106,2
5780000,24986,2,0,0,0,25,0.07692307692307693,0,0,0,106,2
5780000,25526,1,0,0,0,16,0.058823529411764705,0,0,0,106,1
5780000,21336,3,0,0,0,13,0.21428571428571427,0,0,0,106,3
5780000,7061,4,0,0,0,13,0.2857142857142857,0,0,0,106,4
5780000,18522,2,0,0,0,5,0.3333333333333333,0,0,0,106,2
5780000,17470,2,0,0,0,8,0.2222222222222222,0,0,0,106,2
5780000,18515,14,1,0,0,13,0.794047619047619,0.041666666666666664,0,0,106,15
5780000,4571,2,0,0,0,10,0.1534090909090909,0,0,0,106,2
5780000,22168,2,0,0,0,9,0.15000000000000002,0,0,0,106,2
5780000,11851,1,0,0,0,11,0.08333333333333333,0,0,0,106,1
5780000,11328,1,0,0,0,11,0.08333333333333333,0,0,0,106,1
5780000,19309,2,0,0,0,1,1.0,0,0,0,106,2
5780000,7133,3,0,0,0,17,0.16666666666666666,0,0,0,106,3
5780000,17328,1,0,0,0,26,0.037037037037037035,0,0,0,106,1
5780000,13460,1,0,0,0,18,0.05263157894736842,0,0,0,106,1
5780000,14917,1,0,0,0,13,0.07142857142857142,0,0,0,106,1
5780000,7037,3,1,0,0,18,0.15789473684210525,0.05263157894736842,0,0,106,4
5780000,4846,1,0,0,0,11,0.08333333333333333,0,0,0,106,1
5780000,8313,19,0,0,0,5,1.5512820512820509,0,0,0,106,19
5780000,7560,1,0,0,0,18,0.05263157894736842,0,0,0,106,1
5780000,23549,1,0,0,0,19,0.05,0,0,0,106,1
5780000,1461,4,1,0,0,26,0.14814814814814814,0.037037037037037035,0,0,106,5
5780000,11679,1,0,0,0,14,0.06666666666666667,0,0,0,106,1
5780000,5157,2,1,0,0,28,0.06896551724137931,0.034482758620689655,0,0,106,3
5780000,28917,1,0,0,0,3,0.25,0,0,0,106,1
5780000,18868,1,0,0,0,9,0.1,0,0,0,106,1
5780000,15320,1,0,0,0,15,0.0625,0,0,0,106,1
5780000,16305,1,0,0,0,10,0.09090909090909091,0,0,0,106,1
5780000,5848,1,0,0,0,10,0.09090909090909091,0,0,0,106,1
5780000,11176,1,0,0,0,4,0.2,0,0,0,106,1
5780000,10329,1,0,0,0,15,0.0625,0,0,0,106,1
5780000,21979,3,1,0,0,17,0.16666666666666666,0.05555555555555555,0,0,106,4
5780000,23861,2,0,0,0,11,0.13596491228070173,0,0,0,106,2
5780000,17657,3,0,0,0,9,0.30000000000000004,0,0,0,106,3
5780000,14450,5,0,0,0,13,0.3571428571428571,0,0,0,106,5
5780000,15785,1,0,0,0,25,0.038461538461538464,0,0,0,106,1
5780000,28411,1,0,0,0,15,0.0625,0,0,0,106,1
5780000,28181,1,0,0,0,2,0.3333333333333333,0,0,0,106,1
5780000,16540,1,0,0,0,25,0.038461538461538464,0,0,0,106,1
5780000,6431,1,0,0,0,15,0.0625,0,0,0,106,1
5780000,21796,1,0,0,0,17,0.05555555555555555,0,0,0,106,1
5780000,23192,1,0,0,0,13,0.07142857142857142,0,0,0,106,1
5780000,25830,11,0,0,0,21,0.49407114624505927,0,0,0,106,11
5780000,13569,1,0,0,0,20,0.047619047619047616,0,0,0,106,1
5780000,17119,1,0,0,0,18,0.05263157894736842,0,0,0,106,1
5780000,11329,1,0,0,0,3,0.25,0,0,0,106,1
5780000,17959,1,0,0,0,13,0.07142857142857142,0,0,0,106,1
5780000,21094,2,0,0,0,3,0.5,0,0,0,106,2
5780000,3369,1,0,0,0,11,0.08333333333333333,0,0,0,106,1
5780000,4758,1,0,0,0,16,0.058823529411764705,0,0,0,106,1
5780000,14400,1,0,0,0,3,0.25,0,0,0,106,1
5780000,11687,1,0,0,0,24,0.04,0,0,0,106,1
5780000,10928,1,0,0,0,3,0.25,0,0,0,106,1
5780000,4644,1,0,0,0,14,0.06666666666666667,0,0,0,106,1
5780000,262,21,0,0,0,2,6.999999999999997,0,0,0,106,21
5780000,27441,1,0,0,0,21,0.045454545454545456,0,0,0,106,1
5780000,5705,7,0,0,0,5,1.1666666666666665,0,0,0,106,7
5780000,26308,12,0,0,0,10,1.090909090909091,0,0,0,106,12
5780000,28653,1,0,0,0,7,0.125,0,0,0,106,1
5780000,16644,1,0,0,0,21,0.045454545454545456,0,0,0,106,1
5780000,22731,1,0,0,0,8,0.1111111111111111,0,0,0,106,1
5780000,1773,1,0,0,0,10,0.09090909090909091,0,0,0,106,1
5780000,24306,1,0,0,0,9,0.1,0,0,0,106,1
5780000,29269,1,0,0,0,5,0.16666666666666666,0,0,0,106,1
5780000,8439,1,0,0,0,19,0.05,0,0,0,106,1
5780000,14780,1,0,0,0,27,0.03571428571428571,0,0,0,106,1
5780000,1713,1,0,0,0,18,0.05263157894736842,0,0,0,106,1
5780000,29224,2,1,0,0,4,0.4,0.2,0,0,106,3
5780000,12865,3,0,0,0,17,0.16666666666666666,0,0,0,106,3
5780000,27117,2,0,0,0,27,0.07142857142857142,0,0,0,106,2
5780000,25380,1,0,0,0,3,0.25,0,0,0,106,1
6061250,20622,1,0,0,0,11,0.08333333333333333,0,0,0,36,1
6061250,18805,1,0,0,0,18,0.05263157894736842,0,0,0,36,1
6061250,19951,2,0,0,0,10,0.18181818181818182,0,0,0,36,2
6061250,14119,1,0,0,0,28,0.034482758620689655,0,0,0,36,1
6061250,27509,3,0,0,0,14,0.2,0,0,0,36,3
6061250,4949,5,0,0,0,4,1.0,0,0,0,36,5
6061250,29547,1,0,0,0,10,0.09090909090909091,0,0,0,36,1
6061250,2739,1,0,0,0,2,0.3333333333333333,0,0,0,36,1
6061250,14261,23,0,0,0,2,7.666666666666663,0,0,0,36,23
6061250,11176,2,1,0,0,4,0.4,0.2,0,0,36,3
6061250,949,1,0,0,0,14,0.06666666666666667,0,0,0,36,1
6061250,20668,2,0,0,0,4,0.4,0,0,0,36,2
6061250,21390,1,0,0,0,10,0.09090909090909091,0,0,0,36,1
6061250,16663,1,0,0,0,15,0.0625,0,0,0,36,1
6061250,13020,1,0,0,0,7,0.125,0,0,0,36,1
6061250,19177,2,0,0,0,11,0.16666666666666666,0,0,0,36,2
6061250,23214,1,0,0,0,15,0.0625,0,0,0,36,1
6061250,26754,1,0,0,0,11,0.08333333333333333,0,0,0,36,1
6061250,21454,1,0,0,0,15,0.0625,0,0,0,36,1
6061250,11604,1,0,0,0,2,0.3333333333333333,0,0,0,36,1
6061250,26737,1,0,0,0,24,0.04,0,0,0,36,1
6061250,25488,3,0,0,0,2,1.0,0,0,0,36,3
6061250,4039,1,0,0,0,18,0.05263157894736842,0,0,0,36,1
6061250,15018,1,0,0,0,6,0.14285714285714285,0,0,0,36,1
6061250,16918,1,0,0,0,15,0.0625,0,0,0,36,1
6061250,19466,4,0,0,0,15,0.25,0,0,0,36,4
6061250,27927,6,0,0,0,29,0.19999999999999998,0,0,0,36,6
6061250,10329,5,0,0,0,4,0.5352272727272728,0,0,0,36,5
6061250,9312,1,0,0,0,15,0.0625,0,0,0,36,1
6061250,22524,1,0,0,0,19,0.05,0,0,0,36,1
6061250,16578,1,0,0,0,16,0.058823529411764705,0,0,0,36,1
6061250,29203,16,1,0,0,10,0.5989550679205851,0.034482758620689655,0,0,36,17
6061250,12938,1,0,0,0,16,0.058823529411764705,0,0,0,36,1
6061250,26332,2,0,0,0,6,0.24285714285714285,0,0,0,36,2
6061250,25177,5,0,0,0,23,0.20049857549857547,0,0,0,36,5
6061250,679,25,0,0,0,2,5.1333333333333355,0,0,0,36,25
7860250,24746,1,0,0,0,16,0.058823529411764705,0,0,0,1,1
8170750,21548,2,0,0,0,2,0.6666666666666666,0,0,0,4,2
8170750,23143,1,0,0,0,2,0.3333333333333333,0,0,0,4,1
8170750,19217,1,0,0,0,1,0.5,0,0,0,4,1
8170750,2826,1,0,0,0,2,0.3333333333333333,0,0,0,4,1
8861500,29377,4,0,0,0,2,1.3333333333333333,0,0,0,2,4
8861500,12284,2,0,0,0,21,0.09090909090909091,0,0,0,2,2
8869250,11203,9,0,0,0,1,4.5,0,0,0,5,9
8869250,29344,1,0,0,0,4,0.2,0,0,0,5,1
8869250,8689,4,0,0,0,3,1.0,0,0,0,5,4
8869250,26402,1,0,0,0,23,0.041666666666666664,0,0,0,5,1
8869250,143,1,0,0,0,2,0.3333333333333333,0,0,0,5,1
10224750,10480,1,0,0,0,26,0.037037037037037035,0,0,0,11,1
10224750,21865,1,0,0,0,13,0.07142857142857142,0,0,0,11,1
10224750,25863,1,0,0,0,26,0.037037037037037035,0,0,0,11,1
10224750,29197,1,0,0,0,26,0.037037037037037035,0,0,0,11,1
10224750,21110,2,0,0,0,26,0.07407407407407407,0,0,0,11,2
10224750,25526,4,0,0,0,17,0.2222222222222222,0,0,0,11,4
10224750,21702,1,0,0,0,26,0.037037037037037035,0,0,0,11,1
10224750,24977,1,0,0,0,17,0.05555555555555555,0,0,0,11,1
10224750,9549,5,0,0,0,26,0.18518518518518517,0,0,0,11,5
10224750,2740,1,0,0,0,16,0.058823529411764705,0,0,0,11,1
10224750,1481,4,2,0,0,17,0.2222222222222222,0.1111111111111111,0,0,11,6
10229250,21593,1,1,0,0,18,0.05263157894736842,0.05263157894736842,0,0,22,2
10229250,29383,1,0,0,0,30,0.03225806451612903,0,0,0,22,1
10229250,2865,4,0,0,0,26,0.14814814814814814,0,0,0,22,4
10229250,18289,1,1,0,0,4,0.2,0.2,0,0,22,2
10229250,28484,1,0,0,0,10,0.09090909090909091,0,0,0,22,1
10229250,29095,4,0,0,0,9,0.4,0,0,0,22,4
10229250,24022,1,0,0,0,30,0.03225806451612903,0,0,0,22,1
10229250,6792,1,0,0,0,10,0.09090909090909091,0,0,0,22,1
10229250,15535,1,0,0,0,30,0.03225806451612903,0,0,0,22,1
10229250,8689,1,0,0,0,19,0.05,0,0,0,22,1
10229250,23475,1,0,0,0,17,0.05555555555555555,0,0,0,22,1
10229250,3627,4,0,0,0,3,1.0,0,0,0,22,4
10229250,27196,2,0,0,0,11,0.16666666666666666,0,0,0,22,2
10229250,11016,1,0,0,0,27,0.03571428571428571,0,0,0,22,1
10229250,11767,1,0,0,0,12,0.07692307692307693,0,0,0,22,1
10229250,15258,1,0,0,0,24,0.04,0,0,0,22,1
10229250,19149,1,0,0,0,6,0.14285714285714285,0,0,0,22,1
10229250,11176,1,0,0,0,16,0.058823529411764705,0,0,0,22,1
10229250,18072,2,0,0,0,14,0.12916666666666665,0,0,0,22,2
10229250,28653,5,0,0,0,1,1.75,0,0,0,22,5
10229250,15019,2,0,0,0,8,0.2222222222222222,0,0,0,22,2
10229250,11670,1,0,0,0,25,0.038461538461538464,0,0,0,22,1
10302500,1903,1,0,0,0,7,0.125,0,0,0,8,1
10302500,4953,1,0,0,0,18,0.05263157894736842,0,0,0,8,1
10302500,27897,4,0,0,0,11,0.3333333333333333,0,0,0,8,4
10302500,20094,1,0,0,0,1,0.5,0,0,0,8,1
10302500,6630,13,2,0,0,23,0.5416666666666666,0.08333333333333333,0,0,8,15
10302500,22240,1,0,0,0,1,0.5,0,0,0,8,1
10302500,679,1,0,0,0,27,0.03571428571428571,0,0,0,8,1
10302500,14794,1,0,0,0,18,0.05263157894736842,0,0,0,8,1
1110750,16762,1,0,0,0,8,0.1111111111111111,0,0,0,2,1
1110750,28466,2,0,0,0,6,0.26785714285714285,0,0,0,2,2
12015000,8024,6,0,0,0,25,0.22679045092838196,0,0,0,11,6
12015000,27028,11,0,0,0,21,0.5000000000000001,0,0,0,11,11
12015000,1903,2,0,0,0,16,0.11764705882352941,0,0,0,11,2
12015000,27467,1,0,0,0,17,0.05555555555555555,0,0,0,11,1
12015000,2826,1,0,0,0,28,0.034482758620689655,0,0,0,11,1
12015000,19699,1,0,0,0,16,0.058823529411764705,0,0,0,11,1
12015000,5267,3,0,0,0,17,0.16666666666666666,0,0,0,11,3
12015000,21838,2,0,0,0,8,0.2222222222222222,0,0,0,11,2
12015000,16463,1,0,0,0,28,0.034482758620689655,0,0,0,11,1
12015000,19881,2,0,0,0,8,0.2222222222222222,0,0,0,11,2
12015000,7552,2,0,0,0,16,0.09728506787330317,0,0,0,11,2
12173500,1237,1,0,0,0,20,0.047619047619047616,0,0,0,11,1
12173500,29287,17,0,0,0,8,1.7222222222222228,0,0,0,11,17
12173500,554,76,13,0,0,10,4.92951492951493,0.6616161616161617,0,0,11,89
12173500,3627,0,3,0,0,10,0,0.2727272727272727,0,0,11,3
12173500,8510,1,0,0,0,14,0.06666666666666667,0,0,0,11,1
12173500,18167,1,0,0,0,16,0.058823529411764705,0,0,0,11,1
12173500,15534,2,1,0,0,16,0.11764705882352941,0.058823529411764705,0,0,11,3
12173500,9817,4,0,0,0,14,0.20229885057471264,0,0,0,11,4
12173500,16331,3,0,0,0,26,0.1111111111111111,0,0,0,11,3
12173500,15405,13,4,0,0,10,0.6616161616161614,0.20664983164983164,0,0,11,17
12173500,28184,7,3,0,0,8,0.7222222222222222,0.30000000000000004,0,0,11,10
12388250,18712,2,0,0,0,18,0.10526315789473684,0,0,0,19,2
12388250,25345,2,0,0,0,17,0.10555555555555556,0,0,0,19,2
12388250,1539,6,1,0,0,18,0.30526315789473685,0.05,0,0,19,7
12388250,11176,1,0,0,0,16,0.058823529411764705,0,0,0,19,1
12388250,16348,2,0,0,0,27,0.07142857142857142,0,0,0,19,2
12388250,28391,27,1,0,0,6,1.3131357806280402,0.043478260869565216,0,0,19,28
12388250,9030,1,0,0,0,27,0.03571428571428571,0,0,0,19,1
12388250,8149,1,0,0,0,6,0.14285714285714285,0,0,0,19,1
12388250,2919,1,0,0,0,27,0.03571428571428571,0,0,0,19,1
12388250,749,1,0,0,0,27,0.03571428571428571,0,0,0,19,1
12388250,1014,1,0,0,0,16,0.058823529411764705,0,0,0,19,1
12388250,15073,1,0,0,0,27,0.03571428571428571,0,0,0,19,1
12388250,18730,1,0,0,0,6,0.14285714285714285,0,0,0,19,1
12388250,6163,1,0,0,0,21,0.045454545454545456,0,0,0,19,1
12388250,27501,1,0,0,0,22,0.043478260869565216,0,0,0,19,1
12388250,13450,1,0,0,0,23,0.041666666666666664,0,0,0,19,1
12388250,9549,1,0,0,0,16,0.058823529411764705,0,0,0,19,1
12388250,8327,1,0,0,0,16,0.058823529411764705,0,0,0,19,1
12388250,8662,2,0,0,0,16,0.11764705882352941,0,0,0,19,2
1971500,27791,2,1,0,0,25,0.0707196029776675,0.03225806451612903,0,0,56,3
1971500,21715,22,1,0,0,11,1.3958333333333333,0.0625,0,0,56,23
1971500,4783,1,0,0,0,17,0.05555555555555555,0,0,0,56,1
1971500,18712,23,0,0,0,18,1.210526315789473,0,0,0,56,23
1971500,19405,1,0,0,0,25,0.038461538461538464,0,0,0,56,1
1971500,1739,2,0,0,0,25,0.0707196029776675,0,0,0,56,2
1971500,14415,5,1,0,0,1,1.3499999999999999,0.2,0,0,56,6
1971500,12285,2,0,0,0,22,0.08695652173913043,0,0,0,56,2
1971500,18024,1,0,0,0,11,0.08333333333333333,0,0,0,56,1
1971500,13701,1,0,0,0,29,0.03333333333333333,0,0,0,56,1
1971500,8257,1,0,0,0,22,0.043478260869565216,0,0,0,56,1
1971500,27927,2,0,0,0,29,0.06666666666666667,0,0,0,56,2
1971500,1254,1,0,0,0,18,0.05263157894736842,0,0,0,56,1
1971500,19421,3,0,0,0,1,1.0384615384615383,0,0,0,56,3
