8049000	14240,26180,14821
3590000	9907
6713250	2945,17177,24541
42000	11578,13390
7715000	11790,13795
154500	28621,29197
12016750	12078,24277,28662
2331750	24385,953,29099,10584
7976750	25483,26806,19813
6301250	13209
10095000	14261
3675000	13779,6498,10232,7297,1138,1565,9563,11635,16722,20338
8149250	12162,24015,11679,11196
8111500	23878,454,527
4259500	12541,11176,15315
3001000	11080
11558000	749
969750	3047,17823,2963,2367
5812000	20506,2683
4256000	27791
5962750	2683,7105,17706
371250	7620,21110
4454500	4059,27117
10492250	24984
2187500	27394
3288250	19394
2940000	24519,11767,25260,14580,2683,26722,12168
8216500	25329,22552,18712,22916
2076000	24886
6155250	14020
9394250	17060
3799500	21768
5293250	15672,679
1086750	7868
5261000	11410
4886500	26789
5052000	7868
9173750	10999,16110,15315,11679,7560,12541,29224,14020
3861500	20470,7868
1838750	16818
8051750	29389
11313000	7456,11196,27406
