140500	3627,14625,18730,10480,23779
7600250	3228,24869
2704750	13592
232000	21865
415500	23164
528250	8693,155,2963
10069500	8637,15322,7868
1189000	11328,23628,12175
5754500	23214,25618,14784,14020,10282,28752
3520000	1700,23409,28065,9563,7105
8353250	27205,12285
8123500	1591
8910750	29078,11330,26614
299750	24601
1969000	12220
5011500	20180,13749,6219,23779
12275500	7572,23134
3795000	29099
8528750	15315
2874500	3047,7868,28370
1531250	7026
6272000	2803,17400,12055
2103250	4220,7567,25219,28855,11022
2232500	11060,11000,679
5279750	2368
5828250	4808,9031
6233750	10678
9069000	11456,24534,22393,28017,15302,3677,19937
6266000	4939,23774
9685000	3185,17032
4370750	15638,23628
8523250	7827,25500
847750	21684,18024,12728,28169
9244000	13442
8102000	768
1792000	16540,9301,23214,20630
6412750	7208,3719,12666
9076750	17748,18575
1782250	24460,155
1074500	16602,12606
11874000	4220,18180,1282,13844,4510,10014
7218000	18630,10702,22317
11579750	15217,8410,12688
10790500	7105
3089500	1917
5248750	27035,28924
10831750	5640
2768250	23421
8701250	1884
3344750	11022,27427,8805,1771,28524,3313
1699500	16716,24715
9802000	5883,24601
11321750	28481,4262,19891,21672,13745,9906,4238,10879,27205,22880,4294,12358,21684,6242
5780000	2173,17061,27257,1000,15315,11022,471
6897000	18544,7626,24177
8702500	8257,23779
4304250	679,10999,7868,24929,16846
6634500	6571
5336750	11000
3282250	11857
981000	14153,14020
10064500	29099,8269,22583
2168250	7868
6458250	7692,27205,23475,22280
6998500	201
11535250	16463
1525000	11196,2257
4844000	28362,7868,5598
1492500	24886
11362000	5330
7545250	14381
10628500	18075,12013,27791,12159,3324,13784
11391250	28924
2088000	21883,617,15019
7687500	619,6737,12182,16453,14603,7868,19574,5369,3787,14498,12364,28625,13853
5024500	21110,13888,9802
2200750	9315
7854500	4949,7552,527
1446250	23482,20297
4063000	19974
9782000	7248
5491500	20803,25989
4782250	5724,9658,27791,10778
4850000	614,12512
4153000	26523,22621,21865,17835,14942
11339250	6828
620500	10646,934,21840
7306250	22359,4691
11137750	934,24669,12068,24869,19891,22447
4037500	14523
5915250	15138
69500	18730,10646,15315
10000250	6171,28256
200250	25570
2852250	11682,21706
6380000	20327
10773000	2999,2257,11889
11131750	29472,882
12028500	21392,16540,18496,11196,13390,21975
6334000	10627
5254500	24601,12717,21672,25488,15478,7868
7143250	23896,22087,28641,24281
1140750	14261,6741,7868
7103000	12586,23662,15423,15019
3903500	1392,15514
3963750	11176,4949,3590,12977
5693000	21899
11730000	1446,12914,18523,471
3787750	26969
1909250	20516,15992,6326,504,18180,10014,24645,23470
11701500	4281,16481,4366
3054250	5448,12285
1381000	29099
6400000	2452,2600,20551
3719250	4960
3031750	18131,16110,18388,12977,14020
10653250	20180
7435500	7975
5407750	16373
38250	10051,14265
2771250	476,1494
9288000	11328
1247000	25635
3317500	7105
9972250	15138
266500	9657
7323750	27019
5354000	10014
236000	18275,17690
799000	29099,3555,25839,24553
5968250	13097,16406
2870250	17606,29363,8327,14020
1911500	21815
1793250	2033
563500	10778,23928
434750	4571,19394,6104,19973
5847500	29505,21865,28504
861750	23284
8060000	18024,19882
4770500	5797,2610,20297,4808
5654000	5896,4571
9121750	21838,15946,19974
4895250	1335
2378500	12886,2669,10014,14795,19974,23774,26619
3846250	16722,15584,8719,11679
4712250	18388,20902
6150750	15831,17429,4835
3581250	28411
10112000	6839
5440500	25272,17945
4967250	28391
11046750	7169
9123500	15138,14694,3433,2610,20846
393250	20154,22306,13093
11434750	21823,7071,9985
10212500	24081,24788,15959
3216500	28992,2963
6564500	11176,21950,12977
9352750	28759,18075,17133
1104500	18678
3266750	5416
12004000	18683,15307
4876750	11378,949,11431
2688750	3181,1739,155,15721,22749,3774
2920750	22400,23538
3751500	20300,10193,23284,28411
621500	6326
9436000	504
5078750	23071,23628,7260,14596,10329,25329
9586500	24601,8860
10768750	19993
6780500	25676,10893
10578000	26523,14073,13778,20896
5898500	7105,23433
6234000	17020,21372,16463,12438
11896000	16564
10609250	5330
3211250	7173,11076
1074750	12220,22556
3014750	18558,7868,2353
10944750	28752
3849750	9549
4317250	15159
11340250	26973
9671750	26722
3644250	14661,17781,7230,4381
11564250	1831,9140
12377250	22556,3151,18075,5492
4376250	8689,27407,21225,28368
5037000	14796,27791,27508,7868
2386250	948,7061
6497000	7927
6683750	10169,29551,17945,5267
2138750	14120
2448250	24669
5865750	3228,11652,4238
3549000	5184
12027000	2322
8909750	22342,15681,24054
10297000	25058
1110750	3458
3625250	21372
4809750	23884
8314250	11196,4626,25933,27618
9179500	17629,12220,27637
4184250	4949,241
1240250	18392,20297
8799750	20826,12018
9782500	6352
1181250	8339
7375000	11201,11857
8170750	1966
12384250	3658
10047250	3555,12132
3895750	12475,12933,5469
9628250	18024
6848750	21336
10756500	14942
309750	15365,4545
8129250	28617,16323
7892000	1530
2198750	9250,13054
4658500	17453
7322250	23861
11129250	949
9215000	8651,14294
10539250	1461
5726500	13779,23465
1025250	13247
9512750	4239,19903,27205
10774750	14942,1577
12229000	17389
8822250	17483,18013
9199500	29099,24969
3675000	14292,15024
472000	23584,3515,25333,6211
4257000	27625
8435250	18730,23896
83250	1731,7989,7624,21238,25753,8769,28885,6174
9394500	26712,29099,16540,29472,14588,8965,14533
1688750	12220,3145,7248
5769750	2455,26614,143
10818500	1038,5334
8243500	24869,4931
3096750	11541,15315
8040000	12994,17084,239,23285,11018,15138,13872
19500	20551
2752000	11679,27906,3032,26728,5667,22179,19405,3313,14074,5043
6694750	3151,18730,23007
5539250	155,7868,8689,11983,18075,24258
9437500	15718,7208
11939000	23260
1953250	6783,14020,23984,12394
10229250	23774,24541,8689,22179,24869
711500	26722
8757750	24601,26288
764000	18990
10257500	10893,4281
965500	26378
4902250	8207
10713250	11220
4547500	8257
6258500	12068
6904000	9111
4047000	3983,7208,29446
1806750	20701,26394
9720000	13830
12015000	22240,26900,5176,15138
8529750	9702
9163000	23475,6571
2078000	7622,17752
2968250	11624,16463,14273
10234000	10970,14261,25086,19402,9111,15019,28653
6874250	12747,11080,14265,13483,12168
6807250	10646,22393,5712
12204750	7963,6571
5959000	4078
11121500	13049,8530,15799
1517000	7208,15086,27205,4808,16302
11158000	28876,21930,26422,239,6738
4059500	12159,16463
3524750	4808,4491,26871
11949750	6571,13554
1622500	18771
3363000	15315,18868
7785250	11790
10052000	11696,22126,143
1812000	11196
8070000	29197
2033500	712,8689
11527500	16884
7269250	26180
3304500	4931,3804,25169,29099,8219,24461,17228
4073250	22836,27415,17153
10224750	11679,21393
3310750	24083,23774,14952
5110750	3324,25793,1739,8414
746000	155,6571,21865,7105
599750	12285,20297
4716750	8511,2963,29202,13784
691500	6080,27912,20661,28641,23013,29445,14498,14554,239,15390,8764
8280500	17972,16674,19
11494250	11196,8676
6957500	22029,27448,1065,12754
12234750	10176,26736
8163500	18868
8096750	28641,22077
7269750	19475
439000	26404
6003750	12285,26618,4750,7737,23628,10726,7868,5053
2891500	3627,8027
11894500	24009
11220500	11431,12285
892500	10306
776750	12717,26699
1767500	14626
6571000	27052,4254
10588000	9295,14020
8160750	3958,15308,17641,18529
1063000	28481,24929,20551,530,22280,24196,14165,15019,22749
5642000	10840
282500	1962
1459000	6147
6852750	4949,27906,7208
11972750	954,21693
5143250	20411,23549
8628250	20979,28481
725000	20902,17835
2428500	17153
2807500	11329,27117
7703750	3651,8278,18868,18075,22908,18730,527,7542
11984750	3627
6921750	19197
5440750	25029,14853,20045,19862
4215750	21085,15302,26127,11391,9340
11683250	12541
7184500	7868,10193
9651250	1598,26754
6900500	6805
1324500	7868
3350250	18736,3409,1672,3384,25420
4625750	24471,1000,11734,17945,26000,14482,24869,22321,17882,10570,29197,22749
448250	15911
1620500	1195,28774,23735,5833
5999000	26523,10908
4533750	10908
5012750	2208,13020,5053,11196,10893,8799,5043,1335,14818
9035750	18544,17732,25618,18024,27052,17977
4922750	18013,2669
4963500	15534,16572,21092,18002
5742000	25248,22307
5751500	11679,19680,5336,25488,24878
8072250	19036
6257000	14795,12285,16540,22749,23563,21071,11849,23628
11283500	12220
10642000	10999,16754,20536,26728,251,9782,21334,7567,1966,23831,27625,25427,7576,5053
10309250	14942,11734,18996,15192
8573000	28049
848500	259,7286,23628
9513250	20800
1244250	28183,4324
9906500	8689,23656,155,28411
6766250	9109
7588000	7105
8940500	251,13784
12154500	7868
5155750	14661
1629250	21392,19891,24601,9120,18024,29099
6299000	25830
8617500	28270,27625,26619
6571750	5661,16540,155
11300000	2963
11612500	5848
2492500	20979
7657250	29445,2043
1528500	26546,23774,28370,7248
1118250	19096,26665,10970,3068,14794
3742000	23656,13020
1904750	9138,27314,23928
252500	6199,23656,18544
12173500	554,3627,21110,15405,1325,28370
4133750	25372
11078500	18024,9275
1758250	28481,3091,6571
3010000	4220
6412250	13354,7260,15159
8324500	9848
380000	5620,14174,12329,1773
10261750	23896,17061,8278,23628,14261,5285
5226250	24669,8689
12239250	25618
731750	9195,7692
2788750	11176,10702,18515,11431
6848000	23622,24601,26619
4809000	22211
791500	23492,24831,10329,14712,21050,8738,20297,16606
1661750	9802,3324,1731,22342,14020,3151
11957000	21078,21995,23907
8216750	24281
5238000	21833
10654750	12212
1906000	2438
8049000	4582,17664,3850,20979,1704
3590000	7567,28924
6713250	2367,16768,1758,24344
6872750	20393
7715000	11790,24978
745750	21071,24869
154500	8689,13830,5863
573000	19615,18868
10598500	24385,155,7105,14165,9563
6301250	8689,14292,574,14942,11543
10095000	16624
11936000	13020
8149250	11679
8111500	12790,11018
11625250	18990
4259500	11018,29099
3001000	21995
10966250	17087,251
5812000	2683
10592750	13093
4256000	3324,17771
5962750	9640,5803,16800,5151
371250	25596
11794250	29099
10492250	28752,12606,20045
2187500	23628
3288250	6395
2940000	11272,11767
8216500	3746,25308,14159
7476250	29099
6155250	5015,4220,27653
9394250	17087,14894,19014,29203
4631250	29099,20896
3799500	21768
5293250	3995
1086750	1084,18977,7868
5261000	24788,11000
7003500	11196,25090
3511000	19651,13020,14020
9173750	16540,13784
8949750	16818,17438,21962
11313000	11018
